ID,Class,Text
1969,4,by localhost (Postfix) with SMTP id 12FE14BE3F
1970,1,Steps to Reproduce:
1971,1,"This is about scrolling DOM nodes into view, and the whole logic relies on passing node references around, not selectors."
1972,1,"Why do these two files exist, and why don't the implementations agree?"
1973,5,"::GetWindowRect(hWnd, &rcRenderWnd); // wnd should have content size"
1974,4,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7a) Gecko/20040107 Firebird/0.7+
1975,1,2. do print preview and check result
1976,1,3. Covered by US Export Control laws (you don't need to state it to make it true)
1977,1,"We probably also want to wrap the assert, and we'll need to increase the short-term limit since we do see it being exceeded occasionally (we've never seen the long-term limit broken on telemetry). I'm pretty sure 16K would do the trick."
1978,1,"Sigh, I missed Neil's question about framed images. Yeah, this still needs to apply to framed images, so this patch won't do enough."
1979,2,.
1980,4,HUAWEI U9508
1981,4,Version: 28.0a2
1982,4,Build ID: 20140212131424
1983,4,"Graphics: ATI Radeon X1600, ATY,RadeonX1600, PCIe, 256 MB"
1984,3,aStatus=2147549183) at nsLoadGroup.cpp:701
1985,2,public void run() {
1986,1,"This bug has not been touched for nearly 2 years. In most cases, that"
1987,2,<!-- THIS IS THE TAG FOR THE HIGHLIGHT COLOR OF THE NEW MESSAGES -->
1988,1,"There is a problem with a bug in our code that's making the blocklist entry in comment 21 too aggressive.  So, the entry g1208 needs to be removed.  I will put in the replacements."
1989,1,* Some sort of indicator that a tab isn't actually loaded (will likely just be progress icon/bar)
1990,1,=== possible cause ===
1991,3,"[c:/builds/tinderbox/Fx-Trunk/WINNT_5.2_Depend/mozilla/netwerk/base/src/nsInputStreamPump.cpp,"
1992,1,I have confirmed with Adobe that this is a bug in Flash 18 which has been fixed in the upcoming Flash 19.
1993,2,return mInputPortManager.forget();
1994,1,"An input type=""file"" text field within a table renders about 50% taller than a"
1995,5,The reason I am refuting that this dashboard will be used as is described in comment #3 is because that use case does not exist yet. I do not know the whole log into the browser flow. https://bugzilla.mozilla.org/show_bug.cgi?id=749070#c1 asks for a new bug for the discovery of the ID enabled services. It would be helpful to flesh out this discovery flow because it will help inform what needs to be done in this bug. If the bug with this flow is out there would someone put it in here please?
1996,3,"16 	xul.dll 	MessageLoop::RunHandler 	ipc/chromium/src/base/message_loop.cc:199"
1997,2,https://hg.mozilla.org/mozilla-central/rev/25168278f39a
1998,1,There is a free crossword you can try from the url given in this bug. (Classic Puzzle from the NYT Archive.)
1999,2,MandreelLatency: 35356
2000,3,[task 2016-10-11T18:19:14.767417Z] 18:19:14     INFO -  repeatWait@chrome://mochitests/content/chrome/widget/tests/test_position_on_resize.xul:71:9
